TELEFONO;EMAIL;NOME;COGNOME;
3482034720;rocasadei@hotmail.com;Romi;Casadei
3456675071;emili82@tim.it;Andreatta;Emili
3486090152;salvatora94@hotmail.it;Salvatora;Malagigi
3476612484;e.toso@virgilio.it;Ezechiele;Toso
3451204289;casadei.vituccio@gmail.com;Vituccio;Casadei
3451596453;antonangelo18@hotmail.com;Antonangelo;Di Stefano
3489529942;ytedjt@yahoo.com;Regildo;Montuori
3494112276;eria79@alice.it;Eria;Santana moscato
3465613051;ise-spalletta@tim.it;Isea;Spalletta
3464487504;gnani.ottina@hotmail.com;Ottina;Gnani
3461276678;robis-buccolieri@hotmail.it;Robis;Buccolieri
3463980931;a.barbieri@gmail.com;Anterio;Barbieri
3451389934;robbio93@gmail.com;Narduccio;Robbio
3470919267;xxpqfvpndu@hotmail.com;Demo;Coulier
3482229731;olandina-zanellati@hotmail.it;Olandina;Zanellati
3460843059;ottaviano.salvini@yahoo.com;Ottaviano;Salvini
3458333193;cirinosalamone@alice.it;Cirino;Salamone
3482237177;kxzjnoegh@yahoo.com;Fedrigo;Wenz
3496981407;sisinnia26@hotmail.com;Sisinnia;Caputo
3456982716;ehigsbpaytav@gmail.com;Erilde;Boes
3458251634;alvisia-pacini@hotmail.com;Alvisia;Pacini
3492860010;maggiolino-fassbender@hotmail.it;Maggiolino;Fassbender
3478299564;zaffiro-polidori@libero.it;Zaffiro;Polidori
3489573362;dmitkouopaozkkpqel@yahoo.com;Esmeraldo;Siracusa
3485396553;brambilla.delisa@virgilio.it;Delisa;Brambilla
3452127610;ra.vassura@tim.it;Randolfo;Vassura
3499076629;nueichenberger@yahoo.com;Nuncia;Eichenberger
3452187713;argenta-iatalese@alice.it;Argenta;Iatalese
3464316253;vassilli99@tim.it;Vassilli;Wally
3488665051;rosana-lattanzi@tim.it;Rosana;Lattanzi
3468168359;sigisfrido50@tim.it;Sigisfrido;Labella
3464602101;corintio12@yahoo.com;Corintio;Zurzolo
3476105590;goretto18@hotmail.com;Goretto;Perrone
3466380698;orlando.d@alice.it;Dantino;Orlando
3457430257;r3nz4d3_st3rl1ch@gmail.com;Renza;De sterlich
3487036511;colombo65@hotmail.it;Fedorvana;Colombo
3483981502;gioacchina07@hotmail.it;Gioacchina;Cutillo
3474012902;raimondina17@tim.it;Raimondina;Abbondanza
3475717559;f3d3l1nd4-sp3z14l3@hotmail.com;Fedelinda;Speziale
3474785224;de_filippis74@hotmail.com;Antero;De filippis
3459403566;id1n4.curc10@libero.it;Idina;Curcio
3451753428;csimoni@alice.it;Calvo;Simoni
3474761080;lena.obi@gmail.com;Obizzo;Lena
3456679063;reanomoschetti@alice.it;Reano;Moschetti
3458511856;manchiaro@hotmail.com;Roselio;Manchia
3480536959;bazhanova95@yahoo.com;Erino;Bazhanova
3464541654;brigido-bonventre@hotmail.it;Brigido;Bonventre
3451747763;olivieri.ni@virgilio.it;Ninni;Olivieri
3476030464;ruello18@virgilio.it;Ruello;Romani bergonzo
3472517150;faviana72@hotmail.it;Faviana;Policarpo
3491524683;l-st3ff3n0n1@virgilio.it;Lorenzina;Steffenoni
3478104059;ad1.fum4g4ll1@hotmail.it;Adiutore;Fumagalli
3455490133;fiordigigli-quiro@yahoo.com;Quiro;Fiordigigli
3452472629;avellina71@hotmail.com;Avellina;Baldinotti
3462735204;carina13@alice.it;Reo;Carina
3491104577;decimino.santana_moscato@virgilio.it;Decimino;Santana moscato
3489189363;bagnato-t@virgilio.it;Tersilio;Bagnato
3459819837;festilia80@tim.it;Festilia;Disabato
3465033997;de_cataldo.bartola@hotmail.com;Bartola;De cataldo
3475452036;m1c0lg1ul14n1@gmail.com;Micol;Giuliani
3476302257;goretto53@hotmail.it;Goretto;Huaman lopez
3470956012;monirmoiano@virgilio.it;Monir;Moiano
3478940080;lorisa-lanzoni@hotmail.com;Lorisa;Lanzoni
3493487533;s.b3r4rd1@yahoo.com;Sisinio;Berardi
3460574442;fenimola.zavoli@alice.it;Fenimola;Zavoli
3456466293;ferri-espe@hotmail.it;Espedita;Ferri
3464338696;olivia54@yahoo.com;Olivia;Parisi
3480291292;fontepepe@hotmail.com;Fonte;Pepe
3485882799;p4nt4l34.m4r0cch1n1@tim.it;Pantalea;Marocchini
3496426719;nilio-pasquini@tim.it;Nilio;Pasquini
3453829697;cirillo24@yahoo.com;Grado;Cirillo
3499343142;mose97@tim.it;Mose;Finiti
3467529207;elid'emilia@virgilio.it;Elisiana;D'emilia
3467904233;ippolito@yahoo.com;Ippolito;Taurone
3465189964;obaldo@hotmail.it;Obaldo;Latini
3458915403;r.fabbri@yahoo.com;Remon;Fabbri
3468664700;annuncia53@hotmail.it;Annuncia;Turci
3487377401;emumwen69@hotmail.com;Re;Emumwen
3457544630;alghisio61@yahoo.com;Alghisio;Spoletini
3491674934;eduino27@virgilio.it;Eduino;Palma
3474243928;rede_santis@alice.it;Reonaldo;De santis
3466866600;sabernardi@yahoo.com;Salvadora;Bernardi
3457103093;primilio01@tim.it;Primilio;Greco
3468980410;d1_tu0r0-ir3n30@alice.it;Ireneo;Di tuoro
3492978260;sala28@yahoo.com;Folco;Sala
3471430952;diamantini56@tim.it;Folicardo;Diamantini
3494797299;gi-saccone@libero.it;Gigliante;Saccone
3468705162;tulli92@virgilio.it;Vivina;Tulli
3461346748;wlolqnuptxnjwchcfvs@virgilio.it;Montagnina;Ossati
3468838958;gelsino85@hotmail.com;Gelsino;Marano
3478608163;di_mario39@yahoo.com;Espedito;Di mario
3461900094;alfredina68@hotmail.com;Alfredina;Bentivegna
3474048705;sanna35@yahoo.com;Alessi;Sanna
