COGNOME;NOME;EMAIL;TELEFONO;
"Charaf";"Salvadora";"salvadora69@hotmail.com";"3478405335"
"Aiello";"Grazina";"gaiello@gmail.com";"3481557120"
"Caraballo";"Romolo";"romolo31@libero.it";"3485595164"
"Parini";"Savia";"s4-p4r1n1@yahoo.com";"3496732334"
"Simoni";"Desdemona";"desdemona.simoni@libero.it";"3476785052"
"Marino";"Pandolfo";"pandolfo96@virgilio.it";"3467651340"
"Casali";"Ermite";"ermite04@hotmail.com";"3479674681"
"Fontana";"Luisetto";"l-fontana@virgilio.it";"3461943309"
"Tosolini";"Idalco";"idalco-tosolini@alice.it";"3493381868"
"Piro";"Annalaura";"anna-piro@hotmail.com";"3498898556"
"Pereira de castro";"Rodomonte";"rodomonte60@gmail.com";"3471011769"
"Pascale";"Venceslao";"pascale15@libero.it";"3494080082"
"Lippi";"Magdala";"m.lippi@yahoo.com";"3478365809"
"Gatti";"Giovanmaria";"giovanmaria57@hotmail.com";"3462707857"
"Bagnato";"Geppino";"g3pp1n0.b4gn4t0@virgilio.it";"3495445444"
"Capitani";"Filimena";"filimena84@yahoo.com";"3460914196"
"Zavalloni";"Europa";"europa-zavalloni@hotmail.it";"3486495662"
"Panchetti";"Nazzarena";"yjyblnutqjdxlbd@yahoo.com";"3460745757"
"Rizzi";"Vinicia";"rizzi@gmail.com";"3487387361"
"Di mario";"Ivaldo";"ivaldodi_mario@libero.it";"3471960384"
"Buongrazio";"Primia";"pr1m14bu0ngr4z10@hotmail.it";"3459404562"
"Laurenti";"Lorito";"laurenti98@gmail.com";"3486316579"
"Quartarone";"Biancardo";"quartarone.bi@libero.it";"3473624868"
"Farina";"Aderito";"jwefvstictpche@yahoo.com";"3454386924"
"Verastegui pereyra";"Navarro";"navarro93@virgilio.it";"3475713454"
"Coppola";"Filira";"coppola78@alice.it";"3461231289"
"Cagnotti";"Roaldo";"roaldo93@virgilio.it";"3487581788"
"Jagmin";"Wilelma";"jagmin94@alice.it";"3499598617"
"De simone";"Narciso";"narciso.de_simone@virgilio.it";"3489186774"
"Mauro";"Lico";"mauro70@yahoo.com";"3498212686"
"Valentini";"Gilla";"givalentini@gmail.com";"3486635974"
"Fontanella";"Ardita";"fontanella@alice.it";"3464041049"
"Fiumi";"Ermano";"ermano18@gmail.com";"3477345474"
"Fralassi";"Fenina";"noyoikameuv@virgilio.it";"3490724388"
"Monti";"Velio";"vemonti@tim.it";"3499715171"
"Rimoldi";"Astra";"astra30@gmail.com";"3451598730"
"Palatano";"Eridanio";"palatano92@libero.it";"3483817388"
"Balice";"Alferio";"ddfwuvpcoixexeavttaf@alice.it";"3451507854"
"Borrelli";"Egiziaca";"e.borrelli@alice.it";"3473042286"
"Lelli";"Stelvia";"stelvia32@libero.it";"3492197136"
"Rosata";"Elido";"el1r0s4t4@yahoo.com";"3465117446"
"Baldi";"Livinio";"baldi34@tim.it";"3486295967"
"Abu";"Gianluigia";"gianluigia67@tim.it";"3454864630"
"Cagnotti";"Concettino";"concettino-cagnotti@libero.it";"3457700396"
"Giorgetti";"Plautilla";"plagiorgetti@virgilio.it";"3451372385"
"Kamal";"Denisa elena";"denisa_elenakamal@virgilio.it";"3484281709"
"Valente";"Aldezza";"valente-alde@tim.it";"3460866777"
"Fralassi";"Irvano";"irvano00@tim.it";"3496131957"
"De sterlich";"Fenina";"de_sterlich-fenina@hotmail.it";"3494400323"
"Franco";"Nedio";"nedio42@gmail.com";"3478910797"
"Sanna";"Femo";"sanna.femo@hotmail.com";"3487508417"
"Ranucci";"Pio";"piranucci@alice.it";"3467680279"
"Zinnamosca";"Eschilo";"zinnamosca37@hotmail.it";"3464516071"
"Romani bergonzo";"Piermarco";"romani_bergonzo67@hotmail.com";"3486900155"
"Marocchini";"Fedro";"fe-marocchini@gmail.com";"3494557278"
"Di marco";"Fiordalba";"fiordalbadi_marco@libero.it";"3496838067"
"Popovici";"Lottario";"vvmmmqafxprmagns@tim.it";"3480282583"
"Rosato";"Edmonda";"edmonda50@yahoo.com";"3464560181"
"Pal ionut";"Eddo";"pal_ionut@hotmail.it";"3455003190"
"Teodorani";"Bruna";"brun4-t30d0r4n1@gmail.com";"3470573990"
"Moiano";"Violo";"moianov@tim.it";"3485397463"
"Stefanovich";"MosË";"mostefanovich@tim.it";"3479768574"
"Balice";"Uguccione";"uguccione-balice@gmail.com";"3464441137"
"Cavaterra";"Amleto";"cavaterra07@virgilio.it";"3483931996"
"Cusin";"Rossino";"ro-cusin@yahoo.com";"3451283739"
"Carrara";"Amato";"ama-carrara@hotmail.it";"3486485940"
"Ranfi";"Arsilia";"arsi.ranfi@gmail.com";"3471369350"
"Gromala";"Liborio";"gromala.liborio@yahoo.com";"3471882061"
"Zanelli";"Manlio";"z4n3ll1m4nl10@hotmail.com";"3499937154"
"Zito";"Olemo";"olemozito@alice.it";"3473515879"
"Bruni";"Simmaco";"lcvgooy@libero.it";"3463835163"
"Cauteruccio";"Venanza";"v-cauteruccio@libero.it";"3463328963"
"Donatini";"Isonza";"isonza68@yahoo.com";"3498276081"
"Verastegui pereyra";"Disolina";"disolinaverastegui_pereyra@alice.it";"3470740797"
"De santis";"Mondino";"de_santis-mondino@hotmail.com";"3465777657"
"Toso";"Simmaco";"toso99@tim.it";"3479096763"
"Lopez";"Gasparre";"glopez@gmail.com";"3472967369"
"Huaman lopez";"Waldemaro";"wa.huaman_lopez@virgilio.it";"3464712724"
"Greco";"Pier andrea";"gr3c0-p@alice.it";"3481062390"
"Ceccarelli";"Amerindo";"amerindo.ceccarelli@alice.it";"3450359382"
"Zurzolo";"Calcedonia";"zurzolo.c@hotmail.it";"3482773172"
"Fossaroli";"Miralda";"miralda09@tim.it";"3480267133"
"Cangini";"Seleno";"cangini-s@yahoo.com";"3453052448"
"Taifi";"Milde";"mildetaifi@yahoo.com";"3468490726"
"Mincuzzi";"Liliano";"liliano29@hotmail.com";"3478173139"
"Orlando";"Roldo";"roldo06@hotmail.com";"3492093161"
"Narducci";"Eda";"eda-narducci@virgilio.it";"3499567175"
"Pinna";"Modesta";"modesta.pinna@hotmail.com";"3471279423"
"Tazzari";"Matteotti";"matteotti50@gmail.com";"3464046757"
"Zak";"Lina";"zak.lina@hotmail.it";"3462495992"
"Policarpo";"Eracleo";"policarpo@alice.it";"3477703268"
"Spoletini";"Foca";"f0.sp0l3t1n1@hotmail.it";"3492450717"
"Moukrim";"Marietto";"xaszyyzzua@libero.it";"3494133107"
"Pagano";"Vicenzo";"vi.pagano@libero.it";"3480411102"
"Amato";"Orviano";"orviano27@virgilio.it";"3473983231"
"Carina";"Antioco";"antiococarina@hotmail.com";"3461837226"
"Sala";"Violanda";"scjmwwvxcakzvthdnwe@yahoo.com";"3488214341"
"Sgrigna";"Mariannino";"m4sgr1gn4@alice.it";"3487215438"
"Pelo";"Zilia";"zi.pelo@tim.it";"3494544278"
"Giuliani";"Fredesvinda";"fredesvinda46@yahoo.com";"3457229058"
