COGNOME;NOME;EMAIL;TELEFONO;
"coccia";"mattio";"coccia71@virgilio.it";"3454216045"
"Barone";"omes";"o-barone@virgilio.it";"3483048820"
"coluccia";"carino";"ca-coluccia@hotmail.it";"3460806837"
"Giuliani";"oferto";"oferto81@gmail.com";"3463656331"
"stazzone";"germinale";"stazzone86@alice.it";"3468683187"
"armaroli";"frazino";"fra-armaroli@libero.it";"3450347378"
"fassbender";"ottanzia";"ofassbender@libero.it";"3472440531"
"pozzi";"mariagiovanna";"abcdefghijklm@libero.it";"3464344658"
"ruggieri";"giosuË";"g-ruggieri@gmail.com";"3468108400"
"fassbender";"clita";"fassbender-c@gmail.com";"3491673512"
"brunetti";"miroslava";"brunetti15@tim.it";"3452624815"
"cecchetti";"livia";"liviacecchetti@hotmail.com";"3455011741"
"Piras";"ogarita";"oga-piras@alice.it";"3483634433"
"buccolieri";"brasile";"brabuccolieri@virgilio.it";"3494426540"
"Bruni";"filelfo";"bruni.fi@alice.it";"3460052158"
"zeolla";"misiano";"zeolla.misiano@hotmail.it";"3456653186"
"de filippis";"elvenzia";"e.defilippis@tim.it";"3495148806"
"bianchi";"emina";"emina.bianchi@gmail.com";"3468764807"
"Caputo";"pinetto";"caputo@yahoo.com";"3462476476"
"angiuli";"riccio";"angiuli75@hotmail.it";"3482133120"
"panichi";"riccardo";"panichi50@gmail.com";"3470587548"
"Greco";"alvisia";"abcdef@hotmail.com";"3498641820"
"soldati";"poldo";"psoldati@hotmail.com";"3450553235"
"Barone";"rosellina";"ro-barone@gmail.com";"3462576527"
"di mario";"omara";"omara78@tim.it";"3463638031"
"monsorno";"radames";"radames-monsorno@hotmail.com";"3495004571"
"pello'";"fabiolina";"pello06@alice.it";"3491445142"
"pascucci";"michela anna";"pascucci89@hotmail.it";"3486287845"
"fasano";"giosuele";"giosuelefasano@hotmail.it";"3493887031"
"zolea";"fruttuosa";"zolea.fru@hotmail.it";"3476154684"
"patruno";"crisante";"patruno@alice.it";"3494532538"
"sarpieri";"defendi";"defendisarpieri@yahoo.com";"3462160018"
"fasano";"varniero";"fasano-v@libero.it";"3474528712"
"jebrane";"euro";"euro.jebrane@hotmail.com";"3484130567"
"martino";"reiner";"martino55@alice.it";"3493264410"
"strazzanti";"novenia";"nostrazzanti@gmail.com";"3493550873"
"zolnowski";"gardenio";"zolnowski37@yahoo.com";"3453161688"
"clementucci";"ambretta";"clementucci31@libero.it";"3474822047"
"di santo";"ortes";"ortes.disanto@yahoo.com";"3465718327"
"verastegui pereyra";"morella";"mo-verasteguipereyra@alice.it";"3492473840"
"marano";"baldino";"baldino-marano@libero.it";"3455663460"
"Carbone";"noberto";"n-carbone@alice.it";"3480013366"
"gromala";"adria";"abcdefghijklmnopqr@tim.it";"3470352131"
