COGNOME;NOME;EMAIL;TELEFONO;
"sementilli";"zilla";"zilla-sementilli@tim.it";"3482780622"
"mincuzzi";"ofemia";"ofemia06@libero.it";"3491456325"
"bellino";"catena";"abcdefghijk@tim.it";"3455602428"
"urbini";"romino";"romino16@tim.it";"3490581183"
"nuti";"osea";"osea.nuti@tim.it";"3490875885"
"accadia";"divino";"divino77@alice.it";"3455418557"
"piga";"marusco";"marusco47@libero.it";"3486147051"
"borghini";"adelia";"adelia.borghini@hotmail.it";"3497823728"
"casali";"michele";"michele59@hotmail.com";"3475246543"
"mane";"isauro";"mane47@yahoo.com";"3476603663"
"zito";"marto";"marto01@hotmail.com";"3485340550"
"iachini";"persia";"iachini71@hotmail.com";"3493484216"
"antonelli";"rosvindo";"antonelli56@alice.it";"3473514321"
"santucci";"ricciardo";"r.santucci@tim.it";"3476047711"
"taurone";"elsia";"elsia-taurone@alice.it";"3484831736"
"narducci";"roberto";"r-narducci@hotmail.it";"3491230817"
"pasolini";"alderano";"alderano07@hotmail.it";"3466481084"
"el falaki";"ofelio";"ofelio-elfalaki@hotmail.com";"3484630817"
"saccone";"sigfredo";"sigfredo85@yahoo.com";"3454622602"
"manzi";"ambrosio";"ambrosio89@virgilio.it";"3470036410"
"Ferrante";"clario";"clarioferrante@yahoo.com";"3467020373"
"oliva";"sigfrido";"sigfrido58@tim.it";"3456157501"
"Santini";"libertas";"libertas00@alice.it";"3475170066"
"lecca";"cordelio";"c.lecca@hotmail.com";"3454104308"
"Esposito";"gustava";"esposito-gustava@yahoo.com";"3494373450"
"bragioto";"stenio";"stenio85@yahoo.com";"3462572785"
"angelicchio";"innocenzio";"innoangelicchio@virgilio.it";"3498025084"
"panichi";"pierlorenzo";"panichi74@hotmail.it";"3487404062"
"cipollone";"ulrica";"ulrica@hotmail.com";"3475165600"
"vincenzi";"flemia";"flemia66@hotmail.it";"3485268173"
"mamone";"irenio";"irenio00@tim.it";"3475328186"
"niane";"andaluso";"andaluso@gmail.com";"3453176741"
"Galli";"israele";"isra-galli@libero.it";"3477632477"
"cusin";"doretto";"doretto-cusin@hotmail.com";"3467087553"
"lattanzi";"sonja";"lattanzi.sonja@yahoo.com";"3454634175"
"grande";"cornelia";"corneliagrande@hotmail.com";"3460085026"
"toader";"edmo";"edmo85@tim.it";"3482570577"
"bonn";"fondina";"fondinabonn@gmail.com";"3462575208"
"popovici";"concezione";"concezione70@alice.it";"3497438821"
"sarpieri";"bengasino";"bengasino.sarpieri@tim.it";"3453280414"
"mirante";"antimina";"antimina42@hotmail.it";"3452031532"
"tisba";"paterniano";"p4t3rn14n0t1sb4@yahoo.com";"3480683268"
"carullo";"sempliciano";"se.carullo@tim.it";"3494005101"
"ciarlariello";"bernardino";"bernardino99@libero.it";"3453667270"
"dolciotti";"nicola";"dolciotti.ni@alice.it";"3484656245"
