COGNOME;NOME;EMAIL;TELEFONO;
"Renzulli";"Errigo";"errigo.renzulli@virgilio.it";"3482566553"
"Greco";"Bonarina";"bonarina@tim.it";"3453605996"
"Fiuzzi";"Pancrazia";"pancrazia24@alice.it";"3496596775"
"Balta";"Roero";"balta@alice.it";"3482976661"
"Sala";"Eufemia";"eufemia.s@libero.it";"3462249929"
"Anklin";"Maceo";"maceo27@alice.it";"3492321943"
"De Luca";"Flamino";"de-flamino@virgilio.it";"3464780159"
"Lacerenza";"Orialdo";"0r14ld0.l4c3r3nz4@yahoo.com";"3455090817"
"Gromala";"Berenice";"gromala33@libero.it";"3457000657"
"Iatalese";"Odesca";"249488251@gmail.com";"3456458761"
"Gromala";"Florio";"florio-g@hotmail.com";"3487189752"
"Arena";"Naborre";"naborre76@libero.it";"3495443083"
"Quadrini";"Favorito";"quadrini24@hotmail.it";"3482458853"
"Giorgi";"Eriberta";"g.eriberta@gmail.com";"3459143310"
"Tisba";"Almino";"tisba-almino@hotmail.it";"3461392836"
"Fontanilla";"Erenio";"erenio-fontanilla@libero.it";"3494950528"
"Rudel";"Venazio";"ru.venazio@libero.it";"3452536641"
"Severi";"Roberta";"roberta07@gmail.com";"3457641050"
"Kazi";"Terenzia";"k-terenzia@libero.it";"3463607135"
"De Cataldo";"Oslavio";"de-oslavio@gmail.com";"3452896001"
"Albanese";"Lida";"albanese36@hotmail.com";"3487312539"
"Gallo";"Leonide";"leonide27@alice.it";"3474274126"
"Russo";"Silvo";"russo13@tim.it";"3465800497"
"Piersanti";"Eletto";"piersanti70@alice.it";"3463359250"
"Barone";"Esposito";"barone.esposito@virgilio.it";"3484591506"
"Dotti";"Regolo";"dotti30@alice.it";"3493741329"
"Martino";"Efigenia";"m4rt1n0.3f1g3n14@hotmail.com";"3473815412"
"Esposito";"Re";"e.re@tim.it";"3492514695"
"Montanari";"Umbertino";"montanari22@gmail.com";"3497073522"
"Galotti";"Nario";"nario-g@libero.it";"3498503879"
"Villa";"Fruttuosa";"358348777937300@yahoo.com";"3452561247"
"Marchi";"Mitridate";"mitridate.marchi@alice.it";"3469971617"
"Naci";"Nora";"nora.naci@hotmail.com";"3475616752"
"Boschi";"Violetta";"boschi-violetta@tim.it";"3496672369"
"Lecca";"Agatone";"l3.4g4t0n3@gmail.com";"3490040773"
"Wilmer";"Ottimo";"wilmer19@gmail.com";"3471388328"
"Bianchi";"Feriero";"bi.feriero@tim.it";"3465813017"
"Baldari";"Brandisio";"b.brandisio@gmail.com";"3468751955"
"Colonna";"Orazina";"co-orazina@virgilio.it";"3463150639"
"Fiuzzi";"Abdelkrim";"fiuzzi56@yahoo.com";"3456957269"
"Bertini";"Eupreprio";"bertini-eupreprio@virgilio.it";"3451529819"
"Campanella";"Lorella";"ca-lorella@yahoo.com";"3485892819"
"Donnhauser";"Vilia";"vilia79@hotmail.it";"3458517967"
"Delgado";"Oliveto";"de.oliveto@gmail.com";"3492855537"
"Emili";"Ossiride";"ossiride-emi@alice.it";"3497751372"
"Meucci";"Greca";"meucci.greca@libero.it";"3480903059"
